Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-05-12,1:15 PM,"Lunch","Bacon, Pork","18.00 g",84.24,0.00,0.00,0.46,0.00,4.26,0.10,0.04,1.88,0.20,0.10,0.20,0.00,0.00,1.98,0.00,3.06,0.08,0.00,1.98,0.02,0.17,5.58,0.00,69.84,89.82,9.13,303.12,0.55,0.30,0.31,0.00,0.00,0.00,0.00,0.16,6.32,17.82,2.80,1.10,2.15,0.03,0.05,0.04,0.00,0.00,0.98,0.03,0.94,0.07,0.25,0.29,0.51,0.55,0.17,0.26,6.11,0.27,0.07,0.24,0.31,"Pork Products"
2025-05-12,1:01 PM,"Lunch","Barilla, Cut Macaroni","130.00 g",458.82,,,,,,1.15,0.46,11.47,,,,,458.82,,,,,,30.59,,3.82,,,,267.65,,4.59,,88.71,96.35,7.65,,,,3.06,2.29,0.00,,,0.61,0.00,,,,,,,,,,,,,,,16.82,,,,,"Cereal Grains and Pasta"
2025-05-12,1:09 PM,"Lunch","Cottage Cheese, Lowfat, 2% Fat","140.00 g",116.20,0.00,0.00,0.00,0.00,113.74,0.03,0.35,0.14,0.73,0.08,0.66,8.40,11.20,95.90,0.00,0.00,0.11,0.00,155.40,0.05,0.18,12.60,0.02,210.00,175.00,16.66,431.20,0.71,6.66,6.66,0.00,0.00,0.00,0.00,5.60,3.18,16.80,0.72,0.12,1.73,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.07,0.09,0.43,0.78,1.47,1.23,0.35,0.76,14.63,0.66,0.19,0.80,0.98,"Dairy and Egg Products"
2025-05-12,1:10 PM,"Lunch","Butter, Salted","7.00 g",50.96,0.00,0.00,0.01,0.00,1.11,0.00,0.00,0.00,0.01,0.00,0.00,11.76,0.35,53.09,0.00,1.12,0.00,0.49,1.47,0.00,0.00,0.14,0.00,1.54,1.61,0.00,36.68,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.04,5.75,16.45,1.18,0.18,3.19,0.23,0.03,0.02,0.00,0.00,0.14,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,"Fats and Oils"
2025-05-12,1:10 PM,"Lunch","Parmesan Cheese, Dry, Grated","20.00 g",84.00,0.00,0.00,1.80,0.00,4.53,0.01,0.07,0.02,0.09,0.02,0.28,14.60,1.20,52.22,0.00,4.20,0.11,0.34,170.60,0.01,0.10,6.80,0.01,125.40,36.00,6.88,360.80,0.84,2.78,2.78,0.00,0.00,0.00,0.00,0.01,5.57,17.20,1.43,0.28,3.07,0.18,0.02,0.02,0.00,0.00,0.17,0.00,0.17,0.02,0.16,0.29,0.55,0.44,0.15,0.31,5.68,0.21,0.08,0.34,0.37,"Dairy and Egg Products"
2025-05-12,1:10 PM,"Lunch","Fairlife, Whole Milk, Ultra Filtered","60.00 g",38.40,,,,,,,0.10,,,,0.28,,,39.60,,24.00,,,96.00,,0.00,6.00,,60.00,96.00,,30.00,0.36,1.44,1.44,0.00,,,,1.44,1.92,7.20,,,1.20,0.00,,,,,,,,,,,,,,,3.36,,,,,"Dairy and Egg Products"
2025-05-12,6:28 PM,"Dinner","SunFed, Grass Fed Rib Eye","175.00 g",308.65,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,4.17,,,,,,84.88,,0.00,0.00,0.00,,,,0.00,18.52,84.88,,,9.26,0.00,,,,,,,,,,,,,,,33.95,,,,,"Beef Products"
2025-05-12,6:29 PM,"Dinner","Sweet Potato, Baked","500.00 g",450.00,0.00,0.00,438.00,16.00,378.90,0.54,0.53,7.44,4.42,1.43,0.00,57545.00,30.00,4804.38,98.00,0.00,3.55,11.50,190.00,0.81,3.45,135.00,2.49,270.00,2375.00,1.00,180.00,1.60,86.59,103.55,16.50,12.15,4.35,35.25,32.40,0.75,0.00,0.01,0.46,0.26,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.35,0.59,0.42,0.19,0.57,10.05,0.54,0.20,0.22,0.55,"Vegetables and Vegetable Products"
2025-05-12,6:38 PM,"Dinner","Butter, Salted","20.00 g",145.60,0.00,0.00,0.02,0.00,3.16,0.00,0.00,0.00,0.02,0.00,0.00,33.60,1.00,151.68,0.00,3.20,0.00,1.40,4.20,0.00,0.01,0.40,0.00,4.40,4.60,0.00,104.80,0.01,0.12,0.12,0.00,0.00,0.00,0.00,0.12,16.44,47.00,3.38,0.50,9.12,0.66,0.08,0.06,0.00,0.00,0.40,0.02,0.38,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.17,0.01,0.00,0.00,0.01,"Fats and Oils"
2025-05-12,10:09 AM,"Snacks","Dairyland, Cottage Cheese, 2% M.F M.G., 120 Cal","290.00 g",278.40,,,,,235.60,0.06,0.73,0.30,1.52,0.17,1.36,17.40,23.20,197.20,0.00,,0.23,,348.00,0.10,0.46,26.10,0.04,435.00,464.00,34.51,997.60,1.48,13.92,13.92,0.00,,,,13.92,5.80,34.80,1.50,0.24,3.48,0.19,0.03,0.02,,0.00,0.14,0.01,0.14,0.18,0.89,1.61,3.04,2.55,0.73,1.57,39.44,1.36,0.40,1.65,2.04,"Dairy and Egg Products"
2025-05-12,10:09 AM,"Snacks","Simply Delish, Keto Pudding, Vanilla","15.00 g",25.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,343.75,,5.00,11.25,1.25,,,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.63,,,,,"Sweets"
2025-05-12,10:13 AM,"Snacks","Fennec, Organic Wild Blueberries","180.00 g",102.86,,,,,,,,,,,,,,,3.21,,,,25.71,,0.96,,,,128.57,,0.00,,16.71,24.43,7.71,,,,12.86,0.26,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Fruits and Fruit Juices"
2025-05-12,3:13 PM,"Snacks","Whole Foods, Carrot Cake","0.50 slice",250.00,,,,,,,,,,,,,,,,0.00,,,28.50,,0.50,,,,35.00,,155.00,,29.00,29.50,0.50,,,,20.50,14.00,47.50,,,6.50,0.00,,,,,,,,,,,,,,,2.00,,,,,"Sweets"
2025-05-13,7:45 AM,"Breakfast","Overnight protien oats","1.00 full recipe",620.29,,,,,461.84,,0.85,,,,6.00,,,300.00,0.00,360.00,4.02,,762.86,,7.30,48.00,,40.00,1154.29,,244.29,3.00,67.71,90.29,22.57,,,,6.29,14.03,5.71,4.00,1.40,1.97,0.00,0.00,,,,1.40,,,,,,,,,,31.14,,,,,""
2025-05-13,7:46 AM,"Breakfast","Ghost, Whey Protein, Nutter Butter","62.00 g",239.04,,,,,4.10,0.44,0.53,6.20,,0.62,1.41,,210.80,9.30,0.50,0.00,0.24,0.31,225.59,0.62,0.57,112.22,,398.66,286.84,15.38,403.37,4.43,10.46,11.95,1.49,,,,4.48,3.73,52.29,0.17,0.57,1.49,0.00,0.07,,,,0.51,,,,,,,,,,38.84,,,,,"Supplements"
2025-05-13,12:45 PM,"Lunch","Turkey & rice","1.00 full recipe",726.39,0.00,0.00,28.97,169.40,397.41,0.65,0.32,22.53,2.95,2.03,0.91,3585.79,167.19,374.08,13.50,24.64,1.56,6.68,114.30,0.38,6.30,105.60,1.79,566.37,1068.53,62.33,2386.75,4.86,99.28,103.30,3.86,2.42,0.48,71.72,12.25,10.79,96.80,4.16,2.02,1.91,0.03,0.15,0.08,0.01,0.00,1.54,0.01,0.99,0.65,1.45,2.27,4.17,4.09,1.43,2.10,52.26,2.30,0.58,1.77,2.48,""
2025-05-13,5:21 PM,"Dinner","Mango, Fresh","100.00 g",60.00,0.00,0.00,0.45,20.00,83.46,0.03,0.04,0.67,0.20,0.12,0.00,640.00,43.00,54.13,36.40,0.00,0.90,4.20,11.00,0.11,0.16,10.00,0.06,14.00,168.00,0.60,1.00,0.09,13.22,14.98,1.60,0.98,0.63,0.23,13.66,0.38,0.00,0.14,0.07,0.09,0.00,0.05,0.05,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.03,0.05,0.07,0.01,0.03,0.82,0.03,0.01,0.02,0.04,"Fruits and Fruit Juices"
2025-05-13,5:22 PM,"Dinner","Skyr Bowl","1.00 full recipe",1073.49,0.00,0.00,249.72,474.66,92.24,0.13,0.51,3.49,0.93,0.39,0.00,55.91,43.26,4.88,12.55,0.00,8.53,2.26,712.79,0.79,2.85,191.16,1.95,309.36,1725.89,0.72,313.52,2.08,122.94,134.56,11.35,5.62,0.96,5.26,103.42,29.34,69.23,17.38,6.38,3.86,0.00,0.03,0.03,0.00,0.00,6.34,0.00,6.34,0.15,0.39,0.51,0.97,0.39,0.11,0.76,82.36,0.43,0.11,0.40,0.62,""
2025-05-13,5:54 PM,"Dinner","Honey","25.00 g",76.00,0.00,0.00,0.08,0.00,4.28,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.50,0.00,0.13,0.00,0.00,0.00,1.50,0.01,0.11,0.50,0.02,1.00,13.00,0.20,1.00,0.06,20.46,20.60,0.05,0.00,0.00,0.00,20.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Sweets"
2025-05-14,7:06 AM,"Breakfast","Fairlife, Whole Milk, Ultra Filtered","250.00 g",160.00,,,,,,,0.40,,,,1.15,,,165.00,,100.00,,,400.00,,0.00,25.00,,250.00,400.00,,125.00,1.50,6.00,6.00,0.00,,,,6.00,8.00,30.00,,,5.00,0.00,,,,,,,,,,,,,,,14.00,,,,,"Dairy and Egg Products"
2025-05-14,7:06 AM,"Breakfast","Ghost, Whey Protein, Cereal Milk","50.00 g",188.41,,,,,,,,,,,,,,0.00,0.00,,,,144.93,,0.00,,,,101.45,,217.39,,5.80,5.80,0.00,,,,2.90,2.17,57.97,,,1.45,0.00,,,,,,,,,,,,,,,36.23,,,,,"Supplements"
2025-05-14,7:08 AM,"Breakfast","Nature's Path, Organic, Cereal, Kamut Puffs, Canada","49.00 g",183.75,,,,,,,,,,,,,,,,0.00,,,0.00,,2.30,,,,229.69,,0.00,,36.75,42.88,6.13,,,,3.06,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,6.13,,,,,"Breakfast Cereals"
2025-05-14,7:08 AM,"Breakfast","Honey","50.00 g",152.00,0.00,0.00,0.15,0.00,8.55,0.00,0.02,0.06,0.03,0.01,0.00,0.00,1.00,0.00,0.25,0.00,0.00,0.00,3.00,0.02,0.21,1.00,0.04,2.00,26.00,0.40,2.00,0.11,40.91,41.20,0.10,0.00,0.00,0.00,41.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.15,0.00,0.00,0.00,0.00,"Sweets"
2025-05-14,12:13 PM,"Lunch","Red's, Burrito, Chicken Al Pastor","3.00 burrito",930.00,,,,,,,,,,,,,,,,12.00,,,390.00,,3.30,,,,750.00,,2370.00,,102.00,108.00,6.00,,,,6.00,33.00,135.00,,,12.00,0.00,,,,,,,,,,,,,,,48.00,,,,,"Meals, Entrees, and Sidedishes"
2025-05-14,6:31 PM,"Dinner","Turkey & rice","1.00 full recipe",726.39,0.00,0.00,28.97,169.40,397.41,0.65,0.32,22.53,2.95,2.03,0.91,3585.79,167.19,374.08,13.50,24.64,1.56,6.68,114.30,0.38,6.30,105.60,1.79,566.37,1068.53,62.33,2386.75,4.86,99.28,103.30,3.86,2.42,0.48,71.72,12.25,10.79,96.80,4.16,2.02,1.91,0.03,0.15,0.08,0.01,0.00,1.54,0.01,0.99,0.65,1.45,2.27,4.17,4.09,1.43,2.10,52.26,2.30,0.58,1.77,2.48,""
2025-05-14,10:52 AM,"Snacks","Dairyland, Cottage Cheese 1%","240.00 g",211.20,,,,,,,,,,,,,,57.60,0.00,,,,288.00,,0.38,,,,384.00,,825.60,,13.44,13.44,0.00,,,,13.44,1.92,19.20,,,0.96,0.00,,,,,,,,,,,,,,,32.64,,,,,"Dairy and Egg Products"
2025-05-14,10:53 AM,"Snacks","Simply Delish, Keto Pudding, Vanilla","15.00 g",25.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,343.75,,5.00,11.25,1.25,,,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.63,,,,,"Sweets"
2025-05-14,10:53 AM,"Snacks","Mango, Fresh","320.00 g",192.00,0.00,0.00,1.44,64.00,267.07,0.09,0.12,2.14,0.63,0.38,0.00,2048.00,137.60,173.20,116.48,0.00,2.88,13.44,35.20,0.36,0.51,32.00,0.20,44.80,537.60,1.92,3.20,0.29,42.30,47.94,5.12,3.14,2.02,0.74,43.71,1.22,0.00,0.45,0.23,0.29,0.00,0.16,0.16,0.00,0.00,0.06,0.00,0.06,0.00,0.06,0.09,0.16,0.21,0.03,0.09,2.62,0.10,0.04,0.05,0.13,"Fruits and Fruit Juices"
2025-05-14,2:18 PM,"Snacks","Lindt Excellence, Dark, Red Chili","20.00 g",106.67,,,,,,,,,,,,,,40.00,0.00,,,,13.33,,0.48,,,,,,6.67,,10.67,12.00,1.33,,,,9.33,6.67,3.33,,,4.00,0.00,,,,,,,,,,,,,,,1.33,,,,,"Sweets"
2025-05-14,2:20 PM,"Snacks","Lean granola","30.00 g",123.11,,,,,0.00,,,,,,,,,0.00,0.00,,0.00,0.01,12.06,,1.06,,,,90.38,,0.00,0.00,18.66,21.07,2.41,,,,6.79,2.86,0.00,0.05,0.02,1.40,0.00,0.00,0.00,,,0.02,,0.02,,,,,,,,3.62,,,,,""
2025-05-14,3:54 PM,"Snacks","Peanut Butter, Natural, Unsalted","50.00 g",293.50,0.00,0.00,70.00,224.00,0.91,0.08,0.10,7.18,0.51,0.23,0.00,0.00,48.50,0.00,0.00,0.00,2.47,0.00,29.00,0.21,0.79,89.00,0.89,181.50,317.00,4.65,3.00,1.39,6.36,10.63,4.20,4.20,0.22,2.20,2.45,24.83,0.00,13.09,4.89,3.86,0.01,0.01,0.01,0.00,0.00,4.86,0.01,4.85,0.15,0.30,0.42,0.77,0.43,0.15,0.61,12.18,0.41,0.11,0.48,0.50,"Fats and Oils"
2025-05-14,4:23 PM,"Snacks","Whole Foods, Carrot Cake","0.30 slice",150.00,,,,,,,,,,,,,,,,0.00,,,17.10,,0.30,,,,21.00,,93.00,,17.40,17.70,0.30,,,,12.30,8.40,28.50,,,3.90,0.00,,,,,,,,,,,,,,,1.20,,,,,"Sweets"
2025-05-15,7:33 AM,"Breakfast","Overnight protien oats","1.00 full recipe",620.29,,,,,461.84,,0.85,,,,6.00,,,300.00,0.00,360.00,4.02,,762.86,,7.30,48.00,,40.00,1154.29,,244.29,3.00,67.71,90.29,22.57,,,,6.29,14.03,5.71,4.00,1.40,1.97,0.00,0.00,,,,1.40,,,,,,,,,,31.14,,,,,""
2025-05-15,7:34 AM,"Breakfast","Ghost, Whey Protein, Nutter Butter","62.00 g",239.04,,,,,4.10,0.44,0.53,6.20,,0.62,1.41,,210.80,9.30,0.50,0.00,0.24,0.31,225.59,0.62,0.57,112.22,,398.66,286.84,15.38,403.37,4.43,10.46,11.95,1.49,,,,4.48,3.73,52.29,0.17,0.57,1.49,0.00,0.07,,,,0.51,,,,,,,,,,38.84,,,,,"Supplements"
2025-05-15,7:34 AM,"Breakfast","Bananas, Raw","112.00 g",98.56,0.00,0.00,6.38,3.58,84.34,0.06,0.00,0.74,0.37,0.23,0.00,8.96,15.68,1.07,13.78,0.00,0.15,0.11,5.60,0.11,0.00,31.36,0.29,24.64,365.12,0.00,0.00,0.18,23.85,25.76,1.90,1.29,0.62,4.10,17.72,0.32,0.00,0.04,0.08,0.13,0.00,0.03,0.03,0.00,0.00,0.05,0.00,0.05,0.01,0.06,0.02,0.05,0.04,0.01,0.04,0.83,0.02,0.01,0.01,0.04,"Fruits and Fruit Juices"
2025-05-15,12:45 PM,"Lunch","Poke bowl (raw tuna and rice bowl)","1.20 bowl",751.63,0.00,0.00,38.46,307.08,394.64,0.53,0.59,14.79,3.39,1.00,12.85,1505.60,163.70,1046.01,11.23,310.02,4.03,62.31,59.85,0.52,3.14,138.67,1.12,499.88,1050.10,63.28,759.18,3.03,48.78,59.27,10.31,7.43,2.89,43.02,4.58,38.63,58.64,15.47,13.74,6.39,0.14,2.91,1.09,1.21,0.39,10.69,0.07,10.59,0.52,1.18,1.86,3.34,3.44,1.14,1.74,42.11,1.77,0.48,1.39,2.14,"Meals, Entrees, and Sidedishes"
2025-05-15,6:47 PM,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","150.00 g",195.00,0.00,0.00,3.60,67.23,102.66,0.24,0.02,2.21,0.59,0.14,0.00,0.00,64.20,0.00,0.00,0.00,0.06,0.00,15.00,0.10,1.80,18.00,0.71,64.50,52.50,11.25,1.50,0.74,41.72,42.26,0.51,0.51,0.00,34.50,0.05,0.42,0.00,0.13,0.11,0.12,0.00,0.02,0.02,0.00,0.00,0.09,0.00,0.09,0.08,0.09,0.17,0.33,0.15,0.09,0.22,4.04,0.14,0.05,0.14,0.25,"Cereal Grains and Pasta"
2025-05-15,6:51 PM,"Dinner","Thai Agri Foods, Savoy, Coconut Cream, 190 Cal","1.50 x 0.3333333333333333 cup",285.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.75,,,,337.50,,22.50,,3.00,3.00,0.00,,,,3.00,28.50,0.00,,,25.50,0.00,,,,,,,,,,,,,,,3.00,,,,,"Fats and Oils"
2025-05-15,6:53 PM,"Dinner","Mango, Fresh","280.00 g",168.00,0.00,0.00,1.26,56.00,233.69,0.08,0.11,1.87,0.55,0.33,0.00,1792.00,120.40,151.55,101.92,0.00,2.52,11.76,30.80,0.31,0.45,28.00,0.18,39.20,470.40,1.68,2.80,0.25,37.02,41.94,4.48,2.74,1.76,0.64,38.25,1.06,0.00,0.39,0.20,0.26,0.00,0.14,0.14,0.00,0.00,0.05,0.00,0.05,0.00,0.05,0.08,0.14,0.18,0.02,0.08,2.30,0.09,0.04,0.04,0.12,"Fruits and Fruit Juices"
2025-05-15,6:54 PM,"Dinner","Eastland, Palm Sugar","20.00 g",75.00,,,,,,,,,,,,,,0.00,2.53,0.00,,,0.00,,0.00,,,,,,0.00,,20.00,20.00,0.00,,,,17.50,0.00,0.00,,,0.00,,,,,,,,,,,,,,,,0.00,,,,,"Sweets"
2025-05-15,6:58 PM,"Dinner","Osmow's Shawarma, Lamb Shawarma Platter","0.70 Serving",967.40,,,,,,,,,,,,,,84.00,27.72,,,,287.00,,4.03,,,,,,508.20,,35.70,37.80,2.10,,,,7.00,58.80,166.60,,,16.10,0.70,,,,,,,,,,,,,,,39.90,,,,,"Restaurant Foods"
2025-05-15,9:57 AM,"Snacks","Cattleman's Cut, Beef Jerky, Pepper","60.00 g",171.43,,,,,,,,,,,,,,,,,,,21.43,,2.68,,,,642.86,,1092.86,,17.14,17.14,0.00,,,,15.00,1.07,64.29,,,0.86,0.00,,,,,,,,,,,,,,,21.43,,,,,"Beef Products"
2025-05-15,2:02 PM,"Snacks","Kirkland Signature, Shelled Pistachios, Roasted and Salted","30.00 g",168.00,,,,,0.54,0.21,0.07,0.41,0.15,0.34,,47.70,15.30,3.90,0.90,,0.65,3.96,30.00,0.39,1.20,32.70,0.37,140.70,300.00,3.00,114.00,0.70,6.00,9.00,3.00,,,0.41,2.40,13.80,0.00,,,1.80,0.00,,,,,,,,0.09,0.16,0.29,0.50,0.36,0.11,0.34,6.60,0.21,0.08,0.16,0.39,"Nut and Seed Products"
2025-05-16,7:26 AM,"Breakfast","Rolled Oats, dry","80.00 g",303.20,0.00,0.00,7.60,544.00,8.20,0.32,0.12,0.79,0.90,0.11,0.00,0.00,25.60,0.00,0.00,0.00,0.34,1.60,36.80,0.34,3.47,100.80,2.59,309.60,280.00,20.32,0.80,2.19,46.61,54.93,8.32,4.40,3.92,43.05,0.79,4.71,0.00,1.58,1.84,0.89,0.00,0.08,0.08,0.00,0.00,1.76,0.00,1.76,0.36,0.22,0.40,0.78,0.51,0.17,0.53,10.80,0.31,0.15,0.32,0.55,"Breakfast Cereals"
2025-05-16,7:26 AM,"Breakfast","Maple Syrup","96.00 g",249.60,0.00,0.00,0.67,0.00,31.09,0.06,1.22,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.92,0.02,0.11,20.16,2.79,1.92,203.52,0.58,11.52,1.41,64.36,64.36,0.00,0.00,0.00,0.00,58.04,0.06,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,"Sweets"
2025-05-16,7:26 AM,"Breakfast","Ghost, Whey Protein, Cereal Milk","60.00 g",226.09,,,,,,,,,,,,,,0.00,0.00,,,,173.91,,0.00,,,,121.74,,260.87,,6.96,6.96,0.00,,,,3.48,2.61,69.57,,,1.74,0.00,,,,,,,,,,,,,,,43.48,,,,,"Supplements"
2025-05-16,7:26 AM,"Breakfast","PB2, Organic Powdered Peanut Butter","10.00 g",41.67,,,,,,,,,,,,,13.33,,,,,,,,0.30,,,,,,58.33,,2.50,4.17,1.67,,,,1.67,1.25,0.00,0.83,,0.00,0.00,,,,,,,,,,,,,,,4.17,,,,,"Nut and Seed Products"
2025-05-16,7:26 AM,"Breakfast","Silk, Almond, Unsweetened Vanilla, Canada","1.50 cup (250ml)",45.00,,,36.76,,366.12,0.02,0.60,0.29,0.04,0.01,1.50,0.08,3.45,150.00,,120.00,7.68,,450.00,0.08,0.60,23.05,0.17,30.74,45.00,0.32,240.00,1.50,0.50,1.50,0.98,,,0.06,0.34,3.75,0.00,2.47,0.97,0.30,0.00,,,,,0.97,,,0.02,0.04,0.06,0.12,0.05,0.01,0.09,1.50,0.05,0.02,0.03,0.07,"Beverages"
2025-05-16,7:29 AM,"Breakfast","Peanut Butter, Natural, Unsalted","15.00 g",88.05,0.00,0.00,21.00,67.20,0.27,0.02,0.03,2.15,0.15,0.07,0.00,0.00,14.55,0.00,0.00,0.00,0.74,0.00,8.70,0.06,0.24,26.70,0.27,54.45,95.10,1.40,0.90,0.42,1.91,3.19,1.26,1.26,0.07,0.66,0.74,7.45,0.00,3.93,1.47,1.16,0.00,0.00,0.00,0.00,0.00,1.46,0.00,1.45,0.05,0.09,0.12,0.23,0.13,0.04,0.18,3.65,0.12,0.03,0.14,0.15,"Fats and Oils"
2025-05-16,1:03 PM,"Lunch","Siggi's, Simple Ingredient Skyr, Plain, 0% M.F., 110 Cal","400.00 g",251.43,,,,,,,,,,,,,,,,,,,400.00,,0.00,,,,571.43,,137.14,,16.00,16.00,0.00,,,,9.14,0.69,22.86,,,0.46,0.00,,,,,,,,,,,,,,,43.43,,,,,"Dairy and Egg Products"
2025-05-16,1:06 PM,"Lunch","Lean granola","60.00 g",246.23,,,,,0.00,,,,,,,,,0.00,0.00,,0.00,0.02,24.13,,2.11,,,,180.77,,0.00,0.00,37.32,42.14,4.82,,,,13.58,5.72,0.00,0.10,0.05,2.80,0.00,0.00,0.00,,,0.05,,0.05,,,,,,,,7.23,,,,,""
2025-05-16,1:06 PM,"Lunch","Honey","40.00 g",121.60,0.00,0.00,0.12,0.00,6.84,0.00,0.02,0.05,0.03,0.01,0.00,0.00,0.80,0.00,0.20,0.00,0.00,0.00,2.40,0.01,0.17,0.80,0.03,1.60,20.80,0.32,1.60,0.09,32.73,32.96,0.08,0.00,0.00,0.00,32.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,"Sweets"
2025-05-16,7:19 PM,"Dinner","Cactus club bacon cheddar burger","1.00 1",830.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.00,,52.00,55.00,3.00,,,,19.00,47.00,170.00,,,18.00,0.30,,,,,,,,,,,,,,,52.00,,,,,""
2025-05-16,7:12 PM,"Dinner","French Fries, Cooked from Fresh","1.00 order - from a restaurant",332.34,0.00,0.00,46.08,67.76,110.72,0.12,0.05,2.07,0.69,0.45,0.00,4.42,27.25,0.37,16.50,0.00,2.75,42.33,15.03,0.24,1.06,39.04,0.28,88.39,682.07,10.64,239.09,0.48,28.72,31.45,2.73,2.08,0.64,25.49,2.12,22.27,0.00,4.89,12.80,3.34,0.12,1.48,1.48,0.00,0.00,11.25,0.00,11.25,0.04,0.06,0.12,0.18,0.18,0.05,0.14,3.28,0.11,0.04,0.10,0.17,"Vegetables and Vegetable Products"
2025-05-16,7:12 PM,"Dinner","Lager, Premium","32.00 oz",255.68,35.38,,,,843.68,,0.36,6.35,0.27,0.54,,,108.86,,0.00,0.00,,,45.36,,,63.50,0.09,172.37,353.80,,63.50,,0.00,0.00,,,,0.00,,,0.00,,,,0.00,,,,,,,,,,,,,,,2.72,,,,,"Beverages"
2025-05-16,9:23 PM,"Dinner","Cattleman's Cut, Beef Jerky, Teriyaki","53.00 g",151.43,,,,,,,,,,,,,,,,,,,18.93,,1.89,,,,567.86,,984.29,,15.14,15.14,0.00,,,,13.25,0.95,56.79,,,0.76,0.00,,,,,,,,,,,,,,,18.93,,,,,"Beef Products"
2025-05-16,1:32 PM,"Snacks","Hardbite, Rugged Potato Chips, All Dressed","42.00 g",210.00,,,,,,,,,,,,,,,,,,,8.40,,1.26,,,,630.00,,126.00,,21.84,25.20,3.36,,,,3.36,10.08,0.00,,,1.26,0.00,,,,,,,,,,,,,,,4.20,,,,,"Snacks"
2025-05-16,4:46 PM,"Snacks","Thai Agri Foods, Savoy, Coconut Cream, 190 Cal","0.30 x 0.3333333333333333 cup",57.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.15,,,,67.50,,4.50,,0.60,0.60,0.00,,,,0.60,5.70,0.00,,,5.10,0.00,,,,,,,,,,,,,,,0.60,,,,,"Fats and Oils"
2025-05-16,4:48 PM,"Snacks","Mango, Fresh","170.00 g",102.00,0.00,0.00,0.77,34.00,141.88,0.05,0.06,1.14,0.33,0.20,0.00,1088.00,73.10,92.01,61.88,0.00,1.53,7.14,18.70,0.19,0.27,17.00,0.11,23.80,285.60,1.02,1.70,0.15,22.47,25.47,2.72,1.67,1.07,0.39,23.22,0.65,0.00,0.24,0.12,0.16,0.00,0.09,0.09,0.00,0.00,0.03,0.00,0.03,0.00,0.03,0.05,0.09,0.11,0.01,0.05,1.39,0.05,0.02,0.03,0.07,"Fruits and Fruit Juices"
